SZN,SLPR_ID,PLAYER NAME,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP%,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),VS,vsRK,INJ,PROJ,FPOE
3,5022,Dallas Goedert,TE,30.7,PHI,10.0,7,6,10.3,9.8,9.3,1,1,1,67,61,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,24,0,0,1,2,9,33,33.0,16.5,0,0,0,33,0,NA,0,0,91.0%,NA,NA,NA,0,NA,1,2,0.500,1.0,32,6.3%,1.03,0,NA,NA,NA,NA,NA,0.000,NA,33,vs LAR,13,·,9.9,0.4
3,12534,Kyle Monangai,RB,23.3,CHI,56.0,60,57,3,2.5,2,1,1,0,59,17,0,0.0%,0,0,0,0,0,0,0.00,16,0,0,0,0.00,0.00,1,-2,0,0,0,1,6,4,4.0,4.0,6,0,1,20,0,11,16,2.67,29.0%,4,1.80,0.667,1,0.847,1,7,0.143,1.0,NA,3.6%,NA,0,NA,NA,NA,NA,NA,NA,NA,20,vs DAL,5,·,5.8,-2.8
3,7571,Rashod Bateman,WR,25.8,BAL,17.0,17,14,17.3,14.8,12.3,1,1,1,57,34,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,61,0,4,1,7,2,63,12.6,9.0,0,0,0,63,0,NA,0,0,60.0%,NA,NA,NA,0,NA,5,7,0.714,5.0,24,25.0%,2.63,0,NA,NA,NA,NA,NA,0.167,NA,63,vs DET,6,·,8.2,9.1
3,11600,Ja'Tavion Sanders,TE,22.5,CAR,40.0,40,41,3.1,2.1,1.1,1,1,1,58,34,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,1,0,1,0,2,10,11,5.5,5.5,0,0,0,11,0,NA,0,0,59.0%,NA,NA,NA,0,NA,1,2,0.500,1.0,16,8.3%,0.69,0,NA,NA,NA,NA,NA,0.063,NA,11,vs ATL,32,OUT,8.5,-5.4
3,12487,Terrance Ferguson,TE,22.5,LAR,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ PHI,29,·,DNP,DNP
3,12483,Jack Bech,WR,22.8,LV,103.0,102,96,2,1.5,1,1,1,0,66,16,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,10,0,1,0,1,0,10,10.0,10.0,0,0,0,10,0,NA,0,0,24.0%,NA,NA,NA,0,NA,1,1,1.000,1.0,7,3.4%,1.43,0,NA,NA,NA,NA,NA,0.143,NA,10,@ WAS,10,·,1.8,0.2
3,8136,Rachaad White,RB,26.7,TB,61.0,64,64,2.4,1.9,1.4,1,1,0,72,20,0,0.0%,0,0,0,0,0,0,0.00,12,0,0,0,0.00,0.00,1,-7,0,0,0,1,9,2,2.0,2.0,5,0,0,14,0,13,12,2.4,28.0%,2,2.50,0.400,0,0.650,0,6,0.000,0.0,NA,3.4%,NA,0,NA,NA,NA,NA,NA,NA,NA,14,vs NYJ,9,·,8.1,-5.7
3,5012,Mark Andrews,TE,30.0,BAL,2.0,2,1,27.1,24.1,21.1,1,1,1,57,46,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,65,0,2,2,6,26,91,15.2,15.2,0,0,0,91,0,NA,0,0,81.0%,NA,NA,NA,0,NA,4,6,0.667,4.0,25,21.4%,3.64,0,NA,NA,NA,NA,NA,0.080,NA,91,vs DET,18,·,9.8,17.3
3,7528,Najee Harris,RB,27.5,LAC,57.0,54,49,2.8,2.8,2.8,1,1,0,86,11,0,0.0%,0,0,0,0,0,0,0.00,28,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,6,0,1,28,0,22,28,4.67,13.0%,1,3.70,0.167,1,0.537,1,6,0.167,1.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,28,vs DEN,19,IR,6.2,-3.4
3,9501,Demario Douglas,WR,24.8,NE,96.0,100,109,2.7,1.7,0.7,1,1,0,74,29,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,7,1,0,0,5,0,7,3.5,1.4,0,0,0,7,0,NA,0,0,39.0%,NA,NA,NA,0,NA,0,5,0.000,0.0,20,13.5%,0.35,0,NA,NA,NA,NA,NA,0.000,NA,7,vs PIT,22,·,5.5,-2.8
3,9486,Dontayvion Wicks,WR,24.3,GB,80.0,82,81,4.1,3.1,2.1,1,1,1,65,44,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,12,0,1,0,4,9,21,10.5,5.3,0,0,0,21,0,NA,0,0,68.0%,NA,NA,NA,0,NA,1,4,0.250,1.0,21,16.0%,1.00,0,NA,NA,NA,NA,NA,0.048,NA,21,@ CLE,8,·,7.8,-3.7
3,4066,Evan Engram,TE,31.0,DEN,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ LAC,26,·,DNP,DNP
3,8167,Christian Watson,WR,26.4,GB,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ CLE,8,PUP,PUP,PUP
3,12492,Pat Bryant,WR,22.8,DEN,999.0,999,999,0,0,0,1,1,0,52,13,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,25.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ LAC,25,·,2.9,-2.9
3,9502,Tank Dell,WR,25.9,HOU,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ JAX,24,PUP,PUP,PUP
3,1234,Russell Wilson,QB,36.8,NYG,30.0,30,30,7.1,7.1,7.1,1,1,1,66,63,0,56.3%,64,32,18,7,14,2,43.80,187,2,0,160,5.00,8.89,0,0,0,0,0,0,0,0,0.0,0.0,5,0,1,27,0,NA,27,5.4,95.0%,NA,NA,NA,1,NA,8,37,NA,NA,NA,NA,NA,7,21.9%,2.85,18.8%,37.8%,10.0,NA,37,187,vs KC,30,·,18.9,-11.8
3,4988,Nick Chubb,RB,29.7,HOU,37.0,41,43,7,5.5,4,1,1,1,63,33,0,0.0%,0,0,0,0,0,0,0.00,38,0,0,0,0.00,0.00,3,-2,0,0,0,4,4,2,0.7,0.5,9,1,1,40,0,32,38,4.22,52.0%,2,3.60,0.222,1,0.582,1,13,0.077,1.0,NA,10.5%,NA,0,NA,NA,NA,NA,NA,NA,NA,40,@ JAX,29,·,13.1,-6.1
3,11625,Adonai Mitchell,WR,23.0,IND,999.0,999,999,0,0,0,1,1,0,57,24,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,2,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,42.0%,NA,NA,NA,0,NA,0,2,0.000,0.0,8,8.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,@ TEN,9,·,1.9,-1.9
3,1339,Zach Ertz,TE,34.9,WAS,24.0,24,23,6.8,5.3,3.8,1,1,1,58,30,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,33,0,1,0,3,5,38,12.7,12.7,0,0,0,38,0,NA,0,0,52.0%,NA,NA,NA,0,NA,1,3,0.333,1.0,15,14.3%,2.53,0,NA,NA,NA,NA,NA,0.067,NA,38,vs LV,25,·,9.1,-2.3
3,8210,Chigoziem Okonkwo,TE,26.0,TEN,8.0,9,13,11.6,9.1,6.6,1,1,1,70,46,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,23,0,3,0,6,43,66,13.2,11.0,0,0,0,66,0,NA,0,0,66.0%,NA,NA,NA,0,NA,3,6,0.500,3.0,23,15.8%,2.87,0,NA,NA,NA,NA,NA,0.130,NA,66,vs IND,20,·,9.3,2.3
3,8125,Calvin Austin III,WR,26.5,PIT,31.0,28,25,12.4,10.9,9.4,1,1,1,54,39,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,30,0,0,1,5,4,34,11.3,6.8,0,0,0,34,0,NA,0,0,72.0%,NA,NA,NA,0,NA,1,5,0.200,1.0,18,21.7%,1.89,0,NA,NA,NA,NA,NA,0.000,NA,34,@ NE,7,Q,9.6,2.8
3,4018,Joe Mixon,RB,29.2,HOU,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ JAX,29,PUP,PUP,PUP
3,8111,Cade Otton,TE,26.4,TB,999.0,999,999,0,0,0,1,1,1,72,66,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,92.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs NYJ,7,·,7.6,-7.6
3,96,Aaron Rodgers,QB,41.8,PIT,24.0,24,24,12.66,12.66,12.66,1,1,1,54,54,0,69.6%,32,23,16,3,7,1,96.10,140,0,2,139,6.04,8.69,0,0,0,0,0,0,0,0,0.0,0.0,4,0,0,1,0,NA,1,0.25,100.0%,NA,NA,NA,0,NA,5,27,NA,NA,NA,NA,NA,5,21.7%,2.45,8.7%,16.7%,4.6,NA,24,140,@ NE,12,·,19.4,-6.7
3,9229,Anthony Richardson,QB,23.3,IND,40.0,40,40,-0.1,-0.1,-0.1,1,1,0,57,7,0,0.0%,0,0,0,0,0,0,0.00,-1,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,4,0,1,-1,0,NA,-1,-0.25,12.0%,NA,NA,NA,1,NA,1,4,NA,NA,NA,NA,NA,0,NA,0.00,0.0%,0.0%,0.0,NA,0,-1,@ TEN,23,·,DNP,DNP
3,12531,Trevor Etienne,RB,21.2,CAR,76.0,76,76,-2,-2,-2,1,1,0,58,2,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,3.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs ATL,32,·,0.7,-2.7
3,11575,Ray Davis,RB,25.9,BUF,999.0,999,999,0,0,0,1,1,0,60,4,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,7.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs MIA,4,·,4.6,-4.6
3,9225,Tank Bigsby,RB,24.1,PHI,999.0,999,999,0,0,0,1,0,0,67,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs LAR,30,·,0.3,-0.3
3,11626,Xavier Legette,WR,24.6,CAR,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs ATL,30,·,DNP,DNP
3,8142,Alec Pierce,WR,25.4,IND,34.0,35,36,10.7,8.7,6.7,1,1,1,57,31,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,59,0,3,0,5,8,67,16.8,13.4,0,0,0,67,0,NA,0,0,54.0%,NA,NA,NA,0,NA,3,5,0.600,3.0,17,20.0%,3.94,0,NA,NA,NA,NA,NA,0.176,NA,67,@ TEN,9,OUT,6.4,4.3
3,10213,Tre Tucker,WR,24.5,LV,1.0,1,1,40.9,36.9,32.9,1,1,1,66,62,0,0.0%,0,0,0,0,0,0,0.00,4,0,0,0,0.00,0.00,8,109,0,4,3,9,36,145,18.1,16.1,1,0,0,149,0,NA,4,4,94.0%,NA,NA,NA,0,NA,7,10,0.700,7.0,33,31.0%,4.39,0,NA,NA,NA,NA,NA,0.121,NA,149,@ WAS,10,·,5.0,35.9
3,11583,Jonathon Brooks,RB,22.2,CAR,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs ATL,32,PUP,PUP,PUP
3,12505,Jalen Royals,WR,22.6,KC,999.0,999,999,0,0,0,1,0,0,72,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ NYG,3,·,2.4,-2.4
3,4144,Jonnu Smith,TE,30.1,PIT,31.0,31,32,5.3,3.8,2.3,1,1,0,54,45,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,8,0,1,0,3,15,23,7.7,7.7,0,0,0,23,0,NA,0,0,83.0%,NA,NA,NA,0,NA,1,3,0.333,1.0,20,13.0%,1.15,0,NA,NA,NA,NA,NA,0.050,NA,23,@ NE,5,·,8.6,-3.3
3,7600,Pat Freiermuth,TE,26.9,PIT,52.0,52,52,1.6,1.1,0.6,1,1,0,54,38,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,4,0,0,0,3,2,6,6.0,2.0,0,0,0,6,0,NA,0,0,70.0%,NA,NA,NA,0,NA,0,3,0.000,0.0,14,13.0%,0.43,0,NA,NA,NA,NA,NA,0.000,NA,6,@ NE,5,·,8.3,-6.7
3,7527,Mac Jones,QB,27.0,SF,15.0,15,15,14.26,14.26,14.26,1,1,1,65,65,0,65.9%,183,41,27,13,14,1,83.80,283,1,1,284,6.93,10.52,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,-1,0,NA,-1,-1,100.0%,NA,NA,NA,0,NA,14,42,NA,NA,NA,NA,NA,14,34.1%,2.74,4.9%,37.2%,7.4,NA,43,283,vs ARI,25,·,16.4,-2.1
3,11610,Malik Washington,WR,24.7,MIA,60.0,60,61,6.2,4.7,3.2,1,1,1,61,33,0,0.0%,0,0,0,0,0,0,0.00,20,0,0,0,0.00,0.00,3,0,0,0,0,5,12,12,4.0,2.4,2,1,2,32,0,NA,20,10,54.0%,NA,NA,NA,2,NA,2,7,0.286,2.0,22,14.7%,0.55,0,NA,NA,NA,NA,NA,0.000,NA,32,@ BUF,20,·,7.1,-0.9
3,9482,Michael Mayer,TE,24.2,LV,999.0,999,999,0,0,0,1,1,1,66,5,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,8.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ WAS,11,OUT,4.6,-4.6
3,12524,Shedeur Sanders,QB,23.6,CLE,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs GB,27,OUT,OUT,OUT
3,9757,Kendre Miller,RB,23.3,NO,46.0,46,48,5.6,4.6,3.6,1,1,0,73,20,0,0.0%,0,0,0,0,0,0,0.00,27,0,0,0,0.00,0.00,2,-9,0,0,0,2,18,9,4.5,4.5,7,1,0,36,0,22,27,3.86,27.0%,5,3.20,0.714,0,1.034,0,9,0.000,0.0,NA,4.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,36,@ SEA,18,·,3.0,2.6
3,11597,Theo Johnson,TE,24.6,NYG,44.0,44,42,2,1.5,1,1,1,1,66,57,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,-3,0,1,0,2,13,10,10.0,5.0,0,0,0,10,0,NA,0,0,86.0%,NA,NA,NA,0,NA,1,2,0.500,1.0,24,6.3%,0.42,0,NA,NA,NA,NA,NA,0.042,NA,10,vs KC,31,·,5.7,-3.7
3,3214,Hunter Henry,TE,30.8,NE,1.0,1,2,29,25,21,1,1,1,74,60,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,8,60,0,4,2,11,30,90,11.3,8.2,0,0,0,90,0,NA,0,0,81.0%,NA,NA,NA,0,NA,6,11,0.545,6.0,33,29.7%,2.73,0,NA,NA,NA,NA,NA,0.121,NA,90,vs PIT,16,·,9.2,19.8
3,4950,Christian Kirk,WR,28.8,HOU,63.0,66,74,5.5,4,2.5,1,1,1,63,42,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,5,1,2,0,8,20,25,8.3,3.1,0,0,0,25,0,NA,0,0,67.0%,NA,NA,NA,0,NA,2,8,0.250,2.0,30,21.1%,0.83,0,NA,NA,NA,NA,NA,0.067,NA,25,@ JAX,24,·,11.4,-5.9
3,11643,Jaylen Wright,RB,22.5,MIA,999.0,999,999,0,0,0,1,0,0,61,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ BUF,13,OUT,3.4,-3.4
3,7670,Joshua Palmer,WR,26.0,BUF,115.0,116,115,1.5,1,0.5,1,1,0,60,26,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,5,0,0,0,1,0,5,5.0,5.0,0,0,0,5,0,NA,0,0,43.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,14,3.6%,0.36,0,NA,NA,NA,NA,NA,0.000,NA,5,vs MIA,21,·,9.4,-7.9
3,6826,Cole Kmet,TE,26.5,CHI,19.0,16,12,8,7.5,7,1,1,1,59,55,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,10,0,0,1,1,0,10,10.0,10.0,0,0,0,10,0,NA,0,0,93.0%,NA,NA,NA,0,NA,1,1,1.000,1.0,20,3.6%,0.50,0,NA,NA,NA,NA,NA,0.000,NA,10,vs DAL,9,·,8.0,0.0
3,12486,Dillon Gabriel,QB,24.7,CLE,999.0,999,999,0,0,0,1,0,0,66,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs GB,27,·,DNP,DNP
3,9511,Keaton Mitchell,RB,23.7,BAL,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs DET,26,·,DNP,DNP
3,8188,Tyquan Thornton,WR,25.1,KC,15.0,15,11,18.1,15.6,13.1,1,1,1,72,55,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,59,1,3,1,9,12,71,14.2,7.9,0,0,0,71,0,NA,0,0,76.0%,NA,NA,NA,0,NA,4,9,0.444,4.0,31,24.3%,2.29,0,NA,NA,NA,NA,NA,0.097,NA,71,@ NYG,3,·,6.3,11.8
3,12455,Brashard Smith,RB,22.4,KC,68.0,67,65,1.3,1.3,1.3,1,1,0,72,8,0,0.0%,0,0,0,0,0,0,0.00,13,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,2,0,1,13,0,8,13,6.5,11.0%,1,3.80,0.500,1,0.880,1,3,0.333,1.0,NA,2.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,13,@ NYG,6,·,3.0,-1.7
3,11577,Will Shipley,RB,23.1,PHI,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs LAR,30,·,DNP,DNP
3,11596,Ben Sinnott,TE,23.3,WAS,999.0,999,999,0,0,0,1,1,1,58,33,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,57.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs LV,25,·,0.7,-0.7
3,7587,Dyami Brown,WR,25.9,JAX,95.0,98,107,2.7,1.7,0.7,1,1,1,70,23,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,5,0,1,0,3,2,7,3.5,2.3,0,0,0,7,0,NA,0,0,33.0%,NA,NA,NA,0,NA,1,3,0.333,1.0,15,7.5%,0.47,0,NA,NA,NA,NA,NA,0.067,NA,7,vs HOU,26,·,8.3,-5.6
3,12545,Tyler Shough,QB,26.0,NO,999.0,999,999,0,0,0,1,1,0,73,3,0,0.0%,0,2,0,0,2,0,39.60,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,4.0%,NA,NA,NA,0,NA,0,2,NA,NA,NA,NA,NA,0,0.0%,2.41,50.0%,50.0%,12.7,NA,2,0,@ SEA,21,·,DNP,DNP
3,12503,Isaiah Bond,WR,21.5,CLE,83.0,84,86,3.6,2.6,1.6,1,1,1,66,43,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,14,0,0,0,4,2,16,8.0,4.0,0,0,0,16,0,NA,0,0,65.0%,NA,NA,NA,0,NA,0,4,0.000,0.0,22,11.1%,0.73,0,NA,NA,NA,NA,NA,0.000,NA,16,vs GB,28,·,2.4,1.2
3,12543,Tahj Brooks,RB,23.4,CIN,66.0,65,61,1.7,1.7,1.7,1,1,0,56,10,0,0.0%,0,0,0,0,0,0,0.00,17,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,5,1,0,17,0,16,17,3.4,18.0%,1,3.20,0.200,0,0.520,0,5,0.000,0.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,17,@ MIN,15,·,0.4,1.3
3,12476,Devin Neal,RB,22.1,NO,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ SEA,18,OUT,OUT,OUT
3,12670,KeAndre Lambert-Smith,WR,23.9,LAC,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs DEN,27,·,DNP,DNP
3,11651,Isaac Guerendo,RB,25.2,SF,999.0,999,999,0,0,0,1,0,0,65,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs ARI,12,·,0.4,-0.4
3,11569,Jarquez Hunter,RB,22.7,LAR,999.0,999,999,0,0,0,1,0,0,66,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ PHI,8,·,0.4,-0.4
3,10232,Michael Wilson,WR,25.6,ARI,112.0,113,111,1.5,1,0.5,1,1,1,66,49,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,4,0,1,0,2,1,5,5.0,2.5,0,0,0,5,0,NA,0,0,74.0%,NA,NA,NA,0,NA,1,2,0.500,1.0,28,5.7%,0.18,0,NA,NA,NA,NA,NA,0.036,NA,5,@ SF,18,·,6.1,-4.6
3,11630,Roman Wilson,WR,24.3,PIT,999.0,999,999,0,0,0,1,1,0,54,9,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,17.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ NE,7,·,3.9,-3.9
