WK,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP PCT,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),CMPOE,EPA/DB,VS,vsRK,INJ,PROJ,FPOE
15,7083,Tyler Huntley,QB,27.6,BAL,36.0,36,36,-0.3,-0.3,-0.3,1,1,0,41,5,0,0.0,0,0,0,0,0,0,0.00,-3,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,3,0,0,-3,0,NA,-3,-1,12.2%,NA,NA,NA,0,NA,0,3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-3,NA,NA,@ CIN,3,·,·,·
15,4147,Samaje Perine,RB,30.0,CIN,48.0,45,44,5.3,4.8,4.3,1,1,1,76,34,1,0.0,0,0,0,0,0,0,0.00,42,0,0,0,0.00,0.00,1,-6,0,0,0,1,7,1,1.0,1.0,14,0,3,43,0,34,42,3,44.7%,1,2.40,0.071,3,0.311,3,15,0.200,3.0,NA,2.6%,NA,0,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,vs BAL,14,Q,7.1,-1.8
15,11306,Xavier Gipson,WR,24.6,PHI,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs LV,6,·,·,·
15,5987,Alexander Mattison,RB,27.3,MIA,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ PIT,23,IR,IR,IR
15,5985,Foster Moreau,TE,28.4,NO,999.0,999,999,0,0,0,1,1,1,69,29,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,42.0%,NA,NA,NA,0,NA,0,0,NA,0.0,9,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs CAR,10,·,3.0,-3.0
15,11210,Malik Heath,WR,25.6,GB,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ DEN,28,OUT,OUT,OUT
15,6920,Isaiah Hodgins,WR,26.9,PIT,100.0,100,101,1.4,0.9,0.4,1,1,1,68,59,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,4,0,0,0,2,0,4,4.0,2.0,0,0,0,4,0,NA,0,0,86.8%,NA,NA,NA,0,NA,0,2,0.000,0.0,37,5.4%,0.11,0,NA,NA,NA,NA,NA,0.000,NA,4,NA,NA,vs MIA,25,·,7.2,-5.8
15,827,Tyrod Taylor,QB,36.2,NYJ,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ JAX,10,OUT,OUT,OUT
15,4351,Tim Patrick,WR,31.8,JAX,999.0,999,999,0,0,0,1,1,0,62,26,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,41.9%,NA,NA,NA,0,NA,0,0,NA,0.0,13,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs NYJ,23,·,2.0,-2.0
15,5917,Mecole Hardman,WR,27.6,FA,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,,IR,IR,IR
15,6850,Harrison Bryant,TE,27.4,HOU,999.0,999,999,0,0,0,1,1,0,67,4,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,6.0%,NA,NA,NA,0,NA,0,0,NA,0.0,1,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs ARI,9,·,0.2,-0.2
15,8118,David Bell,WR,24.8,CLE,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ CHI,4,NA,NA,NA
15,11729,Sione Vaki,RB,24.2,DET,999.0,999,999,0,0,0,1,1,0,64,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ LAR,30,·,0.7,-0.7
15,5086,Marquez Valdes-Scantling,WR,31.0,SF,43.0,39,30,8.9,8.4,7.9,1,1,0,66,34,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,19,0,0,1,1,0,19,19.0,19.0,0,0,0,19,0,NA,0,0,51.5%,NA,NA,NA,0,NA,1,1,1.000,1.0,21,3.7%,0.90,0,NA,NA,NA,NA,NA,0.000,NA,19,NA,NA,vs TEN,10,·,1.6,7.3
15,829,Andy Dalton,QB,37.9,CAR,999.0,999,999,0,0,0,1,0,0,57,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ NO,24,·,·,·
15,3257,Jacoby Brissett,QB,32.8,ARI,12.0,12,12,21.56,21.56,21.56,1,1,1,66,66,0,67.5,108,40,27,11,13,1,98.90,255,2,3,249,6.22,9.22,0,0,0,0,0,0,0,0,0.0,0.0,3,0,1,6,0,NA,6,2,100.0%,NA,NA,NA,1,NA,15,43,NA,NA,NA,NA,NA,14,35.0%,2.96,5.0%,25.6%,6.70,NA,43,255,+7.0%,-0.13,@ HOU,32,·,19.5,2.1
15,7608,Khalil Herbert,RB,27.4,SEA,73.0,73,69,0.5,0.5,0.5,1,1,0,68,5,0,0.0,0,0,0,0,0,0,0.00,5,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,2,0,0,5,0,NA,5,2.5,7.4%,NA,NA,NA,0,NA,0,3,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,vs IND,20,·,0.0,0.5
15,3634,Kalif Raymond,WR,31.1,DET,84.0,83,80,3,2.5,2,1,1,0,64,11,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,19,0,1,0,1,1,20,20.0,20.0,0,0,0,20,0,NA,0,0,17.2%,NA,NA,NA,0,NA,1,1,1.000,1.0,9,2.4%,2.22,0,NA,NA,NA,NA,NA,0.111,NA,20,NA,NA,@ LAR,15,·,2.7,0.3
15,6126,Irv Smith,TE,27.1,HOU,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs ARI,9,Q,Q,Q
15,10857,Stetson Bennett,QB,27.9,LAR,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs DET,5,OUT,OUT,OUT
15,6144,Trayveon Williams,RB,27.9,FA,57.0,64,67,2.7,1.7,0.7,1,1,0,57,19,0,0.0,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,2,-6,0,0,0,2,10,4,2.0,2.0,1,0,1,7,0,3,3,3,33.3%,0,3.30,0.000,1,0.330,1,3,0.333,1.0,NA,5.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,,·,1.5,1.2
15,12473,Mitchell Evans,TE,22.5,CAR,999.0,999,999,0,0,0,1,1,1,57,25,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,43.9%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ NO,22,·,1.7,-1.7
15,5374,Justin Watson,WR,29.5,HOU,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs ARI,17,IR,IR,IR
15,10223,Eric Gray,RB,25.9,NYG,999.0,999,999,0,0,0,1,0,0,68,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs WAS,6,·,0.2,-0.2
15,6012,Travis Homer,RB,27.1,CHI,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs CLE,21,OUT,OUT,OUT
15,3202,Austin Hooper,TE,30.9,NE,999.0,999,999,0,0,0,1,1,0,52,16,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,30.8%,NA,NA,NA,0,NA,0,0,NA,0.0,8,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs BUF,32,·,2.4,-2.4
15,4972,Mason Rudolph,QB,30.2,PIT,999.0,999,999,0,0,0,1,0,0,66,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs MIA,12,·,·,·
15,9489,Justin Shorter,WR,25.4,LV,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ PHI,20,·,·,·
15,8219,Jelani Woods,TE,27.0,NYJ,999.0,999,999,0,0,0,1,1,0,68,24,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,35.3%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ JAX,6,·,0.5,-0.5
15,7535,Hunter Long,TE,27.1,JAX,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs NYJ,19,OUT,OUT,OUT
15,9495,Rakim Jarrett,WR,24.7,FA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,,·,·,·
15,12048,George Holani,RB,25.8,SEA,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs IND,20,IR,IR,IR
15,7757,Ben Skowronek,WR,28.2,PIT,999.0,999,999,0,0,0,1,1,0,66,4,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,6.1%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs MIA,25,·,0.7,-0.7
15,6427,Ashton Dulin,WR,28.4,IND,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ SEA,12,IR,IR,IR
15,6001,Drew Sample,TE,29.4,CIN,45.0,48,49,3.2,2.2,1.2,1,1,1,76,41,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,4,0,0,0,2,8,12,6.0,6.0,0,0,0,12,0,NA,0,0,53.9%,NA,NA,NA,0,NA,0,2,0.000,0.0,10,5.1%,1.20,0,NA,NA,NA,NA,NA,0.000,NA,12,NA,NA,vs BAL,26,·,1.6,1.6
15,8116,Pierre Strong Jr.,RB,26.8,GB,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ DEN,29,OUT,OUT,OUT
15,6847,Devin Duvernay,WR,28.0,CHI,999.0,999,999,0,0,0,1,1,0,66,10,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,15.2%,NA,NA,NA,0,NA,0,0,NA,0.0,6,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs CLE,26,·,0.8,-0.8
15,11716,Tip Reiman,TE,24.0,ARI,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ HOU,28,IR,IR,IR
15,7602,Kylen Granson,TE,27.5,PHI,999.0,999,999,0,0,0,1,1,0,69,18,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,26.1%,NA,NA,NA,0,NA,0,0,NA,0.0,3,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs LV,29,·,0.3,-0.3
15,2749,Raheem Mostert,RB,33.5,LV,67.0,69,75,1.2,0.7,0.2,1,1,0,42,10,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,1,0,0,0,1,1,2,2.0,2.0,0,0,0,2,0,NA,0,0,23.8%,NA,NA,NA,0,NA,0,1,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,@ PHI,9,·,3.0,-1.8
15,8127,Charlie Kolar,TE,26.6,BAL,999.0,999,999,0,0,0,1,1,0,41,21,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,51.2%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ CIN,1,·,3.5,-3.5
15,7585,Davis Mills,QB,26.9,HOU,999.0,999,999,0,0,0,1,0,0,67,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs ARI,21,·,·,·
15,6290,Scotty Miller,WR,28.2,PIT,999.0,999,999,0,0,0,1,1,0,66,6,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,9.1%,NA,NA,NA,0,NA,0,0,NA,0.0,4,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs MIA,25,·,0.3,-0.3
15,10228,Charlie Jones,WR,26.9,CIN,999.0,999,999,0,0,0,1,1,0,76,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs BAL,11,Q,0.3,-0.3
15,6659,Craig Reynolds,RB,29.3,DET,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ LAR,30,OUT,OUT,OUT
15,4574,Cooper Rush,QB,31.8,BAL,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ CIN,3,OUT,OUT,OUT
15,4663,Austin Ekeler,RB,30.4,WAS,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ NYG,2,IR,IR,IR
15,8489,Andrew Ogletree,TE,27.2,IND,999.0,999,999,0,0,0,1,1,0,60,9,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,15.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ SEA,12,·,1.1,-1.1
15,8159,Desmond Ridder,QB,26.1,MIN,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ DAL,1,·,·,·
15,8253,Deven Thompkins,WR,25.8,ATL,999.0,999,999,0,0,0,1,1,0,71,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ TB,13,·,2.2,-2.2
15,12725,Luke Lachey,TE,24.2,HOU,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs ARI,9,·,·,·
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,,·,·,·
