WK,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP PCT,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),CMPOE,EPA/DB,VS,vsRK,INJ,PROJ,FPOE
15,6111,Jake Browning,QB,29.5,CIN,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs BAL,14,OUT,OUT,OUT
15,12542,Efton Chism,WR,23.9,NE,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs BUF,18,OUT,OUT,OUT
15,6271,Olamide Zaccheaus,WR,28.2,CHI,999.0,999,999,0,0,0,1,1,1,66,54,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,3,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,81.8%,NA,NA,NA,0,NA,0,3,0.000,0.0,25,10.7%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs CLE,26,·,6.4,-6.4
15,4219,Jeremy McNichols,RB,29.8,WAS,68.0,70,76,1.2,0.7,0.2,1,1,1,61,30,1,0.0,0,0,0,0,0,0,0.00,6,0,0,0,0.00,0.00,1,-3,0,1,0,1,19,16,16.0,16.0,9,0,1,22,0,NA,6,0.67,49.2%,NA,NA,NA,1,NA,2,10,0.200,2.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,@ NYG,2,·,10.0,-8.8
15,2307,Marcus Mariota,QB,31.9,WAS,23.0,23,23,14.74,14.74,14.74,1,1,1,61,61,2,52.6,133,19,10,9,9,0,109.80,254,2,1,211,11.11,21.10,0,0,0,0,0,0,0,0,0.0,0.0,10,0,0,43,0,NA,43,4.3,100.0%,NA,NA,NA,0,NA,10,29,NA,NA,NA,NA,NA,10,52.6%,3.16,26.3%,38.5%,14.20,NA,26,254,+5.6%,-0.03,@ NYG,4,·,20.6,-5.9
15,12496,Tai Felton,WR,22.5,MIN,999.0,999,999,0,0,0,1,1,0,55,1,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,1.8%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ DAL,1,·,1.6,-1.6
15,7596,Elijah Moore,WR,25.5,BUF,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ NE,14,·,·,·
15,11619,Ja'Lynn Polk,WR,23.5,NO,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs CAR,24,IR,IR,IR
15,9492,Trey Palmer,WR,24.5,NO,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs CAR,24,IR,IR,IR
15,8161,Malik Willis,QB,26.3,GB,999.0,999,999,0,0,0,1,0,0,66,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ DEN,27,·,·,·
15,11640,Jermaine Burton,WR,24.2,CIN,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs BAL,11,·,·,·
15,3200,Sterling Shepard,WR,32.6,TB,999.0,999,999,0,0,0,1,0,0,69,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs ATL,3,·,1.7,-1.7
15,6039,Ty Johnson,RB,28.0,BUF,43.0,48,52,5.8,4.3,2.8,1,1,0,70,18,0,0.0,0,0,0,0,0,0,0.00,13,0,0,0,0.00,0.00,3,-16,0,1,0,3,31,15,5.0,5.0,4,0,1,28,0,16,13,3.25,25.7%,1,4.00,0.250,1,0.650,2,7,0.286,2.0,NA,10.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,@ NE,32,·,7.2,-1.4
15,11821,Tahj Washington,WR,24.4,MIA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ PIT,8,·,0.3,-0.3
15,12462,Damien Martinez,RB,21.6,FA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,,·,·,·
15,2306,Jameis Winston,QB,31.7,NYG,999.0,999,999,0,0,0,1,1,0,68,2,0,0.0,0,1,0,0,1,0,39.60,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,2.9%,NA,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,0,0.0%,2.66,0.0%,100.0%,1.70,NA,1,0,-51.8%,-1.41,vs WAS,6,·,·,·
15,12520,Xavier Restrepo,WR,23.5,TEN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ SF,29,·,Q,Q
15,11599,Cade Stover,TE,25.3,HOU,29.0,31,34,5.2,3.7,2.2,1,1,1,67,41,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,1,0,1,0,3,21,22,7.3,7.3,0,0,0,22,0,NA,0,0,61.2%,NA,NA,NA,0,NA,1,3,0.333,1.0,9,10.3%,2.44,0,NA,NA,NA,NA,NA,0.111,NA,22,NA,NA,vs ARI,9,·,2.1,3.1
15,2505,Darren Waller,TE,33.0,MIA,3.0,3,5,25.6,22.1,18.6,1,1,0,50,27,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,7,45,0,3,2,8,21,66,9.4,8.3,0,0,0,66,0,NA,0,0,54.0%,NA,NA,NA,0,NA,5,8,0.625,5.0,21,28.6%,3.14,0,NA,NA,NA,NA,NA,0.143,NA,66,NA,NA,@ PIT,7,·,7.9,17.7
15,11616,Jacob Cowing,WR,24.6,SF,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs TEN,10,IR,IR,IR
15,4993,Mike Gesicki,TE,30.0,CIN,52.0,50,50,2.1,1.6,1.1,1,1,0,76,43,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,10,1,1,0,2,1,11,11.0,5.5,0,0,0,11,0,NA,0,0,56.6%,NA,NA,NA,0,NA,1,2,0.500,1.0,32,5.1%,0.34,0,NA,NA,NA,NA,NA,0.031,NA,11,NA,NA,vs BAL,26,·,8.9,-6.8
15,12516,Kalel Mullings,RB,23.0,TEN,78.0,78,74,0.3,0.3,0.3,1,1,0,53,2,0,0.0,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,1,0,1,3,0,NA,3,3,3.8%,NA,NA,NA,1,NA,1,1,1.000,1.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,@ SF,27,·,·,·
15,8207,Tyler Goodson,RB,24.9,IND,999.0,999,999,0,0,0,1,1,0,60,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ SEA,17,·,1.0,-1.0
15,8147,John Metchie,WR,25.2,NYJ,55.0,58,68,6.9,4.9,2.9,1,1,1,68,50,0,0.0,0,0,0,0,0,0,0.00,4,0,0,0,0.00,0.00,4,16,0,2,0,5,9,25,6.3,5.0,1,0,0,29,0,NA,4,4,73.5%,NA,NA,NA,0,NA,2,6,0.333,2.0,26,15.2%,0.96,0,NA,NA,NA,NA,NA,0.077,NA,29,NA,NA,@ JAX,16,·,10.6,-3.7
15,12472,Raheim Sanders,RB,23.3,CLE,999.0,999,999,0,0,0,1,0,0,57,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ CHI,16,·,3.8,-3.8
15,3271,Tyler Higbee,TE,32.7,LAR,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs DET,23,IR,IR,IR
15,5970,Greg Dortch,WR,27.3,ARI,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ HOU,30,IR,IR,IR
15,5955,Hunter Renfrow,WR,29.8,CAR,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ NO,22,OUT,OUT,OUT
15,8129,Dameon Pierce,RB,25.6,HOU,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs ARI,4,·,·,·
15,11439,Jaleel McLaughlin,RB,25.0,DEN,74.0,74,70,0.4,0.4,0.4,1,1,0,68,9,0,0.0,0,0,0,0,0,0,0.00,4,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0,4,0,NA,4,2,13.2%,NA,NA,NA,0,NA,0,2,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,vs GB,25,·,4.3,-3.9
15,12634,Jordan Watkins,WR,23.6,SF,999.0,999,999,0,0,0,0,0,0,74,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs TEN,10,OUT,OUT,OUT
15,10871,Luke Schoonmaker,TE,27.0,DAL,38.0,33,27,3.9,3.4,2.9,1,1,1,70,21,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,6,0,1,0,1,23,29,29.0,29.0,0,0,0,29,0,NA,0,0,30.0%,NA,NA,NA,0,NA,1,1,1.000,1.0,4,2.6%,7.25,0,NA,NA,NA,NA,NA,0.250,NA,29,NA,NA,vs MIN,18,·,1.2,2.7
15,11834,Devaughn Vele,WR,27.8,NO,32.0,32,37,11.9,9.4,6.9,1,1,1,69,38,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,63,0,4,0,6,6,69,13.8,11.5,0,0,0,69,0,NA,0,0,55.1%,NA,NA,NA,0,NA,4,6,0.667,4.0,17,18.2%,4.06,0,NA,NA,NA,NA,NA,0.235,NA,69,NA,NA,vs CAR,24,·,9.6,2.3
15,6151,Miles Sanders,RB,28.4,DAL,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs MIN,22,IR,IR,IR
15,10231,Elijah Higgins,TE,24.9,ARI,58.0,58,57,1.3,0.8,0.3,1,1,1,66,46,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,2,0,0,0,2,1,3,3.0,1.5,0,0,0,3,0,NA,0,0,69.7%,NA,NA,NA,0,NA,0,2,0.000,0.0,30,5.0%,0.10,0,NA,NA,NA,NA,NA,0.000,NA,3,NA,NA,@ HOU,28,·,3.3,-2.0
15,12738,Phil Mafah,RB,22.9,DAL,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs MIN,22,IR,IR,IR
15,11579,Audric Estime,RB,22.1,PHI,37.0,39,39,8,6.5,5,1,1,0,69,25,0,0.0,0,0,0,0,0,0,0.00,11,0,0,0,0.00,0.00,3,-9,0,1,0,3,48,39,13.0,13.0,3,0,1,50,0,9,11,3.67,36.2%,1,2.90,0.333,1,0.623,2,6,0.333,2.0,NA,9.1%,NA,0,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,vs LV,12,·,2.8,5.2
15,6865,Colby Parkinson,TE,26.7,LAR,5.0,4,3,24.5,22,19.5,1,1,1,72,62,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,43,0,3,2,7,32,75,15.0,10.7,0,0,0,75,0,NA,0,0,86.1%,NA,NA,NA,0,NA,5,7,0.714,5.0,25,18.4%,3.00,0,NA,NA,NA,NA,NA,0.120,NA,75,NA,NA,vs DET,23,·,5.7,18.8
15,12515,Donovan Edwards,RB,22.6,WAS,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ NYG,2,·,·,·
15,8208,Tyler Badie,RB,25.6,DEN,70.0,71,78,1.1,0.6,0.1,1,1,0,68,7,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,-7,0,0,0,1,8,1,1.0,1.0,0,0,0,1,0,NA,0,0,10.3%,NA,NA,NA,0,NA,0,1,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,vs GB,25,·,3.0,-1.9
15,8225,Daniel Bellinger,TE,25.0,NYG,24.0,25,23,6.5,5,3.5,1,1,0,68,18,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,8,0,3,0,4,27,35,11.7,8.8,0,0,0,35,0,NA,0,0,26.5%,NA,NA,NA,0,NA,3,4,0.750,3.0,9,10.8%,3.89,0,NA,NA,NA,NA,NA,0.333,NA,35,NA,NA,vs WAS,3,·,4.4,2.1
15,12539,Arian Smith,WR,24.0,NYJ,999.0,999,999,0,0,0,1,1,0,68,9,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,2,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,13.2%,NA,NA,NA,0,NA,0,2,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ JAX,16,·,0.5,-0.5
15,4234,Noah Brown,WR,29.7,WAS,79.0,75,71,3.8,3.3,2.8,1,1,1,61,10,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,26,0,1,0,1,2,28,28.0,28.0,0,0,0,28,0,NA,0,0,16.4%,NA,NA,NA,0,NA,1,1,1.000,1.0,4,5.3%,7.00,0,NA,NA,NA,NA,NA,0.250,NA,28,NA,NA,@ NYG,5,OUT,5.7,-1.9
15,11370,Chris Brooks,RB,25.7,GB,58.0,58,60,2.6,2.1,1.6,1,1,0,66,17,0,0.0,0,0,0,0,0,0,0.00,10,0,0,0,0.00,0.00,1,0,0,0,0,2,6,6,6.0,3.0,2,0,0,16,0,10,10,5,25.8%,1,5.10,0.500,0,1.010,0,4,0.000,0.0,NA,5.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,@ DEN,29,·,1.4,1.2
15,6130,Devin Singletary,RB,28.1,NYG,60.0,61,62,2.4,1.9,1.4,1,1,0,68,16,0,0.0,0,0,0,0,0,0,0.00,13,0,0,0,0.00,0.00,1,-1,0,0,0,1,2,1,1.0,1.0,5,0,0,14,0,10,13,2.6,23.5%,2,1.90,0.400,0,0.590,0,6,0.000,0.0,NA,2.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,vs WAS,6,·,8.8,-6.4
15,6943,Gabriel Davis,WR,26.5,BUF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ NE,14,OUT,OUT,OUT
15,6945,Antonio Gibson,RB,27.3,NE,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs BUF,7,IR,IR,IR
15,4082,Curtis Samuel,WR,29.1,BUF,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ NE,14,IR,IR,IR
15,7496,Nick Westbrook-Ikhine,WR,28.5,MIA,999.0,999,999,0,0,0,1,1,0,50,18,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,36.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,12,3.6%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,@ PIT,8,·,4.9,-4.9
15,5096,Ray-Ray McCloud,WR,29.0,ATL,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ TB,13,·,·,·
15,5010,Will Dissly,TE,29.2,LAC,999.0,999,999,0,0,0,1,1,0,66,21,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,31.8%,NA,NA,NA,0,NA,0,0,NA,0.0,7,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,@ KC,27,·,2.1,-2.1
15,8139,Zamir White,RB,26.0,LV,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ PHI,9,OUT,OUT,OUT
15,1166,Kirk Cousins,QB,37.1,ATL,3.0,3,3,26.92,26.92,26.92,1,1,1,71,71,1,68.2,165,44,30,16,14,0,117.00,373,1,3,373,8.48,12.43,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,100.0%,NA,NA,NA,0,NA,19,44,NA,NA,NA,NA,NA,19,43.2%,2.86,11.4%,40.0%,8.00,NA,45,373,+5.1%,+0.26,@ TB,2,·,15.6,11.3
15,11633,Jamari Thrash,WR,24.8,CLE,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ CHI,4,·,·,·
15,8122,Zonovan Knight,RB,24.5,ARI,80.0,80,80,-0.2,-0.2,-0.2,1,1,1,66,1,0,0.0,0,0,0,0,0,0,0.00,-2,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,-2,0,NA,-2,-2,1.5%,NA,NA,NA,0,NA,0,1,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,@ HOU,24,OUT,8.3,-8.5
15,7538,Zach Wilson,QB,26.2,MIA,999.0,999,999,0,0,0,1,0,0,50,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ PIT,7,·,·,·
15,11592,Erick All,TE,25.0,CIN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs BAL,26,PUP,PUP,PUP
15,10225,Jonathan Mingo,WR,24.4,DAL,82.0,80,76,3.5,3,2.5,1,1,0,70,7,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,21,0,1,0,1,4,25,25.0,25.0,0,0,0,25,0,NA,0,0,10.0%,NA,NA,NA,0,NA,1,1,1.000,1.0,2,2.6%,12.50,0,NA,NA,NA,NA,NA,0.500,NA,25,NA,NA,vs MIN,32,·,0.3,3.2
15,1689,Adam Thielen,WR,35.1,MIN,96.0,96,96,1.7,1.2,0.7,1,1,1,66,38,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,5,0,0,0,1,2,7,7.0,7.0,0,0,0,7,0,NA,0,0,57.6%,NA,NA,NA,0,NA,0,1,0.000,0.0,14,3.7%,0.50,0,NA,NA,NA,NA,NA,0.000,NA,7,NA,NA,@ DAL,1,·,3.1,-1.4
15,11299,Zavier Scott,RB,26.2,MIN,999.0,999,999,0,0,0,1,1,0,55,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ DAL,8,·,0.8,-0.8
15,11256,Tyson Bagent,QB,25.3,CHI,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs CLE,29,OUT,OUT,OUT
15,7601,Rondale Moore,WR,25.3,MIN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ DAL,1,IR,IR,IR
